Ensembl id,Coding or Non-coding,Score
ENST00000449434.8,Coding,0.70759463
ENST00000666182.3,Coding,0.6269726
ENST00000658126.2,Coding,0.6851872
ENST00000668927.1,Coding,0.6020116
ENST00000412740.7,Coding,0.7841725
ENST00000590657.2,Coding,0.8501073
ENST00000658042.1,Non-coding,0.4153448
ENST00000665982.1,Non-coding,0.1578903
ENST00000659786.2,Non-coding,0.3521175
ENST00000689532.1,Non-coding,0.49078426
ENST00000427868.6,Coding,0.6986982
ENST00000675167.1,Non-coding,0.49819905
ENST00000438368.7,Coding,0.599931
ENST00000590622.5,Coding,0.6397975
ENST00000676298.1,Coding,0.9048058
ENST00000674604.1,Coding,0.68704563
ENST00000675914.1,Non-coding,0.16344942
ENST00000651681.2,Non-coding,0.3967734
ENST00000591372.3,Coding,0.70470405
ENST00000658301.1,Non-coding,0.2908944
ENST00000662398.1,Non-coding,0.45312026
ENST00000667829.1,Coding,0.64252067
ENST00000656137.1,Coding,0.5597015
ENST00000666458.1,Coding,0.73054254
ENST00000667789.1,Coding,0.6860519
ENST00000658991.1,Coding,0.5519499
ENST00000668768.1,Coding,0.6121345
ENST00000675074.1,Coding,0.8716496
ENST00000661195.1,Non-coding,0.4193481
ENST00000586345.6,Non-coding,0.106005415
ENST00000586488.6,Non-coding,0.3791629
ENST00000660925.1,Coding,0.51977557
ENST00000590845.1,Coding,0.68468094
ENST00000655331.1,Non-coding,0.16691491
ENST00000660190.2,Non-coding,0.07038327
ENST00000670370.1,Non-coding,0.0780427
ENST00000657631.1,Non-coding,0.06525532
ENST00000600983.1,Non-coding,0.2295566
ENST00000586340.1,Non-coding,0.22071806
ENST00000587018.1,Coding,0.5042913
ENST00000589968.1,Coding,0.92062503
ENST00000592087.1,Coding,0.8864107
ENST00000446262.1,Coding,0.6729714
ENST00000475219.6,Non-coding,0.40617192
ENST00000670019.1,Non-coding,0.48812252
ENST00000687100.1,Coding,0.5705448
ENST00000448373.6,Coding,0.631988
ENST00000592880.6,Non-coding,0.20754948
ENST00000670806.1,Coding,0.61273766
ENST00000494214.2,Non-coding,0.14017425
ENST00000611182.1,Coding,0.8379006
ENST00000665321.2,Coding,0.51052445
ENST00000425254.3,Non-coding,0.47759768
ENST00000433232.5,Coding,0.5915983
ENST00000590952.2,Non-coding,0.16534932
ENST00000690752.1,Non-coding,0.26468098
ENST00000687321.1,Non-coding,0.26468098
ENST00000665759.2,Coding,0.94779825
ENST00000687335.1,Coding,0.96806496
ENST00000663625.1,Coding,0.9876594
ENST00000591531.2,Coding,0.84073347
ENST00000590750.1,Coding,0.9784842
ENST00000588717.1,Coding,0.7279076
ENST00000657461.1,Coding,0.960439
ENST00000589556.2,Coding,0.8472829
ENST00000650959.1,Coding,0.82127273
ENST00000587413.6,Coding,0.6344812
ENST00000655476.1,Non-coding,0.42612725
ENST00000663523.1,Coding,0.92683303
ENST00000588906.5,Coding,0.93269897
ENST00000665341.1,Coding,0.80372256
ENST00000587278.1,Non-coding,0.034739982
ENST00000590376.1,Coding,0.84450877
ENST00000588369.1,Non-coding,0.15924054
ENST00000587645.1,Coding,0.7196264
ENST00000652687.1,Non-coding,0.17647338
ENST00000586324.2,Non-coding,0.057011165
ENST00000656668.1,Non-coding,0.0648545
ENST00000588763.5,Coding,0.68190795
ENST00000653146.2,Non-coding,0.39573658
ENST00000654113.1,Non-coding,0.16183446
ENST00000612804.1,Non-coding,0.22464947
ENST00000590889.5,Coding,0.55535287
ENST00000666838.1,Non-coding,0.14379245
ENST00000586442.1,Non-coding,0.23996747
ENST00000688387.1,Coding,0.9447435
ENST00000664190.2,Coding,0.95234704
ENST00000685471.1,Coding,0.56948483
ENST00000659928.1,Coding,0.74047834
ENST00000692449.1,Coding,0.8789206
ENST00000438770.6,Coding,0.6366977
ENST00000591116.5,Non-coding,0.38107038
ENST00000592712.5,Coding,0.6374615
ENST00000659822.1,Non-coding,0.47133785
ENST00000666743.1,Non-coding,0.3023592
ENST00000592100.1,Non-coding,0.011448051
ENST00000588904.1,Non-coding,0.06767072
ENST00000587477.2,Coding,0.88997555
ENST00000668926.1,Coding,0.53723127
ENST00000611171.1,Non-coding,0.05082218
ENST00000592319.1,Non-coding,0.36113185
ENST00000624962.1,Non-coding,0.20402923
ENST00000588845.2,Non-coding,0.14303267
ENST00000585890.3,Non-coding,0.08092692
ENST00000589025.6,Non-coding,0.21234518
ENST00000585397.1,Non-coding,0.24369207
ENST00000587060.1,Coding,0.66392255
ENST00000586176.1,Non-coding,0.059591454
ENST00000316807.2,Coding,0.8413257
ENST00000591430.5,Coding,0.859048
ENST00000592575.1,Coding,0.9736171
ENST00000585578.5,Non-coding,0.17546126
ENST00000586139.5,Coding,0.5942421
ENST00000589802.5,Coding,0.7918945
ENST00000592392.5,Non-coding,0.49637732
ENST00000590838.5,Non-coding,0.39186293
ENST00000586013.5,Coding,0.7183499
ENST00000589750.5,Coding,0.89244187
ENST00000587121.1,Coding,0.78631806
ENST00000588382.1,Non-coding,0.15551046
ENST00000668693.1,Non-coding,0.33017293
ENST00000591177.1,Non-coding,0.38139498
ENST00000588040.1,Non-coding,0.012544206
ENST00000658143.1,Non-coding,0.09554652
ENST00000601752.1,Coding,0.6245125
ENST00000599092.1,Non-coding,0.041030996
ENST00000594299.1,Non-coding,0.28413907
ENST00000598146.1,Coding,0.69093186
ENST00000651064.1,Non-coding,0.48726964
ENST00000590304.1,Coding,0.8282812
ENST00000585411.1,Coding,0.76709557
ENST00000597015.1,Coding,0.8591589
ENST00000595853.2,Non-coding,0.036748927
ENST00000589557.1,Coding,0.97153574
ENST00000585999.1,Non-coding,0.475421
ENST00000602255.1,Non-coding,0.34180441
ENST00000594558.1,Non-coding,0.099237904
ENST00000600473.1,Non-coding,0.34269664
ENST00000593830.1,Coding,0.9518494
ENST00000599320.2,Non-coding,0.27180555
ENST00000660381.1,Non-coding,0.10613255
ENST00000597303.1,Non-coding,0.15165105
ENST00000599484.1,Coding,0.93139446
ENST00000599274.1,Coding,0.782386
ENST00000687686.1,Non-coding,0.46250507
ENST00000686186.1,Non-coding,0.103179775
ENST00000594676.1,Coding,0.9107862
ENST00000456368.1,Non-coding,0.017101845
ENST00000617916.1,Non-coding,0.41735697
ENST00000595508.1,Coding,0.95565516
ENST00000598952.1,Non-coding,0.3744739
ENST00000378432.1,Coding,0.64331776
ENST00000622968.1,Non-coding,0.3550951
ENST00000614440.1,Coding,0.6993394
ENST00000599050.1,Non-coding,0.46853256
ENST00000595728.2,Non-coding,0.27016684
ENST00000596135.1,Non-coding,0.08227551
ENST00000623128.1,Coding,0.7659707
ENST00000597260.1,Non-coding,0.22595036
ENST00000598541.1,Coding,0.7475335
ENST00000651374.1,Non-coding,0.4172408
ENST00000616866.1,Coding,0.8424197
ENST00000598988.1,Non-coding,0.011138739
ENST00000598887.1,Non-coding,0.20287867
ENST00000652333.1,Coding,0.77511805
ENST00000588495.6,Non-coding,0.03861879
ENST00000652511.1,Coding,0.51668257
ENST00000651285.2,Non-coding,0.37401208
ENST00000652127.1,Non-coding,0.3867332
ENST00000668141.1,Non-coding,0.42148158
ENST00000651291.1,Non-coding,0.23987599
ENST00000651651.1,Non-coding,0.43788773
ENST00000651806.2,Coding,0.57056445
ENST00000652015.1,Coding,0.6011
ENST00000650788.1,Coding,0.6826312
ENST00000650748.1,Non-coding,0.45581096
ENST00000652558.1,Non-coding,0.20746408
ENST00000651156.2,Non-coding,0.4190845
ENST00000656967.1,Coding,0.6674203
ENST00000664904.1,Coding,0.6233881
ENST00000652406.1,Non-coding,0.34357715
ENST00000651016.1,Non-coding,0.38996923
ENST00000650804.2,Non-coding,0.12700742
ENST00000651572.3,Coding,0.8625658
ENST00000651712.1,Non-coding,0.2778808
ENST00000652279.1,Non-coding,0.3219161
ENST00000651789.1,Coding,0.7638751
ENST00000652484.2,Coding,0.5476249
ENST00000652144.2,Non-coding,0.044555448
ENST00000599801.6,Coding,0.75368476
ENST00000594315.3,Non-coding,0.007474077
ENST00000597702.3,Non-coding,0.051053967
ENST00000595837.1,Non-coding,0.028639473
ENST00000595063.2,Non-coding,0.08186192
ENST00000652160.1,Non-coding,0.117001384
ENST00000598215.2,Coding,0.73963535
ENST00000651464.1,Coding,0.8379253
ENST00000651979.1,Non-coding,0.46144304
ENST00000650991.1,Non-coding,0.44319665
ENST00000690696.1,Coding,0.6841076
ENST00000599316.1,Non-coding,0.25435486
ENST00000599770.1,Non-coding,0.29932228
ENST00000597199.1,Non-coding,0.23277669
ENST00000487420.2,Non-coding,0.09674404
ENST00000483481.2,Non-coding,0.08461912
ENST00000685659.1,Non-coding,0.103234984
ENST00000494375.2,Non-coding,0.10763971
ENST00000688356.1,Non-coding,0.06143392
ENST00000595649.5,Coding,0.73535085
ENST00000601116.5,Coding,0.80654216
ENST00000595395.1,Non-coding,0.10342171
ENST00000623532.1,Non-coding,0.16228056
ENST00000601409.1,Coding,0.6349894
ENST00000614316.1,Coding,0.64405125
ENST00000685685.1,Non-coding,0.12447896
ENST00000527895.1,Coding,0.93836576
ENST00000531517.1,Non-coding,0.17788088
ENST00000559786.1,Non-coding,0.289433
ENST00000624246.1,Coding,0.6629049
ENST00000593491.3,Coding,0.94412214
ENST00000685146.1,Non-coding,0.16332325
ENST00000689053.1,Non-coding,0.14119425
ENST00000597203.1,Non-coding,0.22921698
ENST00000594624.6,Non-coding,0.081234165
ENST00000685574.1,Non-coding,0.19860561
ENST00000599276.1,Coding,0.9539079
ENST00000594688.1,Coding,0.6454896
ENST00000457234.2,Non-coding,0.20562467
ENST00000593740.2,Non-coding,0.18004465
ENST00000661814.1,Non-coding,0.089009725
ENST00000596116.1,Non-coding,0.02071398
ENST00000596781.1,Non-coding,0.10398368
ENST00000688220.1,Non-coding,0.45975804
ENST00000689250.1,Non-coding,0.29050505
ENST00000688621.1,Non-coding,0.11309516
ENST00000425668.1,Non-coding,0.20927566
ENST00000635495.1,Non-coding,0.11182438
ENST00000635346.1,Non-coding,0.295742
ENST00000419624.1,Non-coding,0.34521845
ENST00000595748.2,Non-coding,0.08547992
ENST00000607109.1,Non-coding,0.48807684
ENST00000597119.1,Non-coding,0.14021355
ENST00000600242.1,Coding,0.5987615
ENST00000595680.1,Non-coding,0.04348038
ENST00000623722.1,Non-coding,0.34684068
ENST00000587128.1,Non-coding,0.37624946
ENST00000591815.1,Non-coding,0.4404254
ENST00000655972.1,Non-coding,0.29582715
ENST00000689113.1,Coding,0.7915927
ENST00000687805.1,Coding,0.522832
ENST00000687497.1,Non-coding,0.17607912
ENST00000690695.1,Non-coding,0.17607912
ENST00000586247.2,Non-coding,0.011473993
ENST00000616184.1,Non-coding,0.08698785
ENST00000619673.1,Non-coding,0.2921146
ENST00000586860.1,Coding,0.7998338
ENST00000589021.1,Non-coding,0.16375905
ENST00000653813.1,Non-coding,0.2293552
ENST00000667325.1,Non-coding,0.31749102
ENST00000670660.1,Non-coding,0.3619417
ENST00000653695.1,Non-coding,0.34463817
ENST00000592583.1,Non-coding,0.03946584
ENST00000661725.1,Coding,0.77680784
ENST00000592946.1,Non-coding,0.48958087
ENST00000590369.1,Non-coding,0.29421002
ENST00000685371.1,Coding,0.6209803
ENST00000685299.1,Non-coding,0.3859005
ENST00000654455.1,Non-coding,0.14266779
ENST00000624638.1,Non-coding,0.045814425
ENST00000588655.1,Non-coding,0.26853573
ENST00000588710.1,Non-coding,0.20632663
ENST00000662585.1,Non-coding,0.100454375
ENST00000590796.1,Non-coding,0.17508307
ENST00000657348.1,Non-coding,0.11532871
ENST00000591312.1,Non-coding,0.36444974
ENST00000586169.1,Non-coding,0.06092245
ENST00000623022.1,Coding,0.8482956
ENST00000693032.1,Non-coding,0.20544901
ENST00000644659.1,Coding,0.5271989
ENST00000585408.1,Coding,0.87459165
ENST00000623895.1,Coding,0.8112301
ENST00000591646.1,Coding,0.93274015
ENST00000586744.1,Coding,0.6036452
ENST00000655031.1,Non-coding,0.36095986
ENST00000586556.1,Coding,0.7832731
ENST00000658996.1,Coding,0.85217345
ENST00000591432.1,Non-coding,0.036976807
ENST00000591087.1,Coding,0.8933529
ENST00000587092.3,Coding,0.67077655
ENST00000623430.1,Non-coding,0.13133179
ENST00000623179.1,Coding,0.9046523
ENST00000559756.1,Non-coding,0.38975608
ENST00000592217.2,Non-coding,0.12835759
ENST00000590076.2,Coding,0.9724463
ENST00000586251.5,Coding,0.881463
ENST00000591530.5,Coding,0.86307746
ENST00000586498.1,Non-coding,0.46631232
ENST00000601618.1,Non-coding,0.2641906
ENST00000595955.2,Coding,0.5253737
ENST00000662557.1,Non-coding,0.38661945
ENST00000601033.1,Coding,0.815465
ENST00000597989.1,Non-coding,0.2488774
ENST00000599127.1,Non-coding,0.39972273
ENST00000600152.1,Non-coding,0.39947388
ENST00000594027.6,Coding,0.8980641
ENST00000663593.1,Coding,0.8217253
ENST00000664765.1,Coding,0.5851583
ENST00000666136.1,Non-coding,0.20637138
ENST00000667831.1,Non-coding,0.121241875
ENST00000669846.1,Coding,0.7281664
ENST00000598518.6,Non-coding,0.14013189
ENST00000668528.1,Non-coding,0.15743768
ENST00000670157.1,Non-coding,0.20288669
ENST00000599817.6,Coding,0.5159537
ENST00000663652.1,Non-coding,0.27424383
ENST00000598754.1,Non-coding,0.19148539
ENST00000601263.1,Non-coding,0.47339347
ENST00000595673.1,Coding,0.7272767
ENST00000656054.1,Non-coding,0.37283742
ENST00000666402.1,Non-coding,0.43339726
ENST00000656560.1,Non-coding,0.48942336
ENST00000593980.1,Non-coding,0.19909965
ENST00000596066.1,Non-coding,0.34890893
ENST00000598170.1,Non-coding,0.43748158
ENST00000597337.1,Non-coding,0.27392712
ENST00000596807.1,Non-coding,0.034710206
ENST00000599645.1,Non-coding,0.35341507
ENST00000598616.1,Coding,0.54515177
ENST00000686393.1,Non-coding,0.16519111
ENST00000377652.4,Coding,0.7780144
ENST00000597609.1,Non-coding,0.21459065
ENST00000624917.1,Coding,0.7702644
ENST00000525008.5,Non-coding,0.25547713
ENST00000500689.1,Non-coding,0.19734704
ENST00000690000.1,Coding,0.7491207
ENST00000692220.1,Non-coding,0.21855888
ENST00000525352.1,Non-coding,0.009480791
ENST00000600716.1,Coding,0.69059634
ENST00000612522.1,Non-coding,0.18480936
ENST00000617006.1,Non-coding,0.16863096
ENST00000624074.1,Non-coding,0.3280332
ENST00000671594.1,Coding,0.97433686
ENST00000690888.1,Coding,0.9715176
ENST00000669287.1,Non-coding,0.21452658
ENST00000593284.5,Coding,0.74864733
ENST00000594367.1,Coding,0.6215676
ENST00000624088.1,Coding,0.7558042
ENST00000599924.1,Non-coding,0.16113324
ENST00000611423.1,Coding,0.8262373
ENST00000598376.1,Non-coding,0.12551461
ENST00000624169.1,Non-coding,0.48268685
ENST00000602048.1,Coding,0.52660185
ENST00000660899.1,Non-coding,0.2759268
ENST00000555406.2,Non-coding,0.3975529
ENST00000556021.1,Coding,0.5542806
ENST00000601548.5,Coding,0.6341049
ENST00000596552.1,Coding,0.65777034
ENST00000601950.1,Non-coding,0.41264933
ENST00000596563.5,Coding,0.80256313
ENST00000596839.1,Coding,0.9360995
ENST00000594589.1,Non-coding,0.10284672
ENST00000623064.1,Non-coding,0.20183441
ENST00000595201.2,Coding,0.62778616
ENST00000602172.1,Coding,0.52388674
ENST00000600941.1,Coding,0.82513475
ENST00000660043.1,Non-coding,0.06757485
ENST00000596497.6,Coding,0.7554026
ENST00000600529.1,Non-coding,0.19136907
ENST00000593476.1,Non-coding,0.4338249
ENST00000600650.1,Coding,0.82962984
ENST00000666424.1,Non-coding,0.11071575
ENST00000600303.1,Non-coding,0.33705476
ENST00000598735.1,Coding,0.8794921
ENST00000594850.1,Non-coding,0.09145508
ENST00000650724.2,Non-coding,0.10263704
ENST00000416432.1,Non-coding,0.17861654
ENST00000569130.1,Coding,0.5958581
ENST00000599784.1,Non-coding,0.17059493
ENST00000594305.1,Non-coding,0.05338617
ENST00000597865.1,Non-coding,0.24055323
ENST00000599209.1,Coding,0.7542518
ENST00000358234.5,Non-coding,0.41369942
ENST00000602554.1,Non-coding,0.333615
ENST00000596488.1,Non-coding,0.3418571
ENST00000660123.1,Coding,0.5802776
ENST00000599433.1,Coding,0.63637733
ENST00000657688.1,Coding,0.5077733
ENST00000595815.1,Coding,0.92100984
ENST00000600665.1,Coding,0.8286969
ENST00000596472.1,Coding,0.55422443
ENST00000600669.1,Coding,0.9237973
ENST00000596521.1,Coding,0.5592604
ENST00000600742.1,Non-coding,0.4992834
ENST00000601211.1,Non-coding,0.34787557
ENST00000593654.1,Coding,0.64725965
ENST00000601893.1,Coding,0.885861
ENST00000599259.1,Coding,0.8949453
ENST00000599914.5,Non-coding,0.30278546
ENST00000599410.1,Coding,0.67086047
ENST00000655988.1,Non-coding,0.05761079
ENST00000527209.1,Coding,0.50313103
ENST00000600998.1,Coding,0.524802
ENST00000692275.1,Coding,0.64616287
ENST00000685009.1,Non-coding,0.33286482
ENST00000660128.1,Non-coding,0.34736663
ENST00000595563.1,Non-coding,0.19379339
ENST00000597049.1,Coding,0.9753112
ENST00000598194.1,Non-coding,0.21266818
ENST00000595005.1,Non-coding,0.32498986
ENST00000596350.1,Coding,0.57921237
ENST00000594114.1,Non-coding,0.31578904
ENST00000598079.1,Non-coding,0.13754725
ENST00000601506.1,Non-coding,0.17389087
ENST00000594939.1,Non-coding,0.06383366
ENST00000623621.1,Coding,0.9012641
ENST00000671133.1,Non-coding,0.14409648
ENST00000594512.1,Non-coding,0.4389782
ENST00000596286.1,Coding,0.6440876
ENST00000594910.1,Non-coding,0.15951973
ENST00000601280.1,Non-coding,0.18504994
ENST00000600074.1,Non-coding,0.3462987
ENST00000597569.1,Non-coding,0.18996048
ENST00000595566.1,Non-coding,0.0699417
ENST00000594261.5,Non-coding,0.41035396
ENST00000600813.1,Coding,0.52156746
ENST00000601148.5,Coding,0.8198462
ENST00000594311.1,Coding,0.52829367
ENST00000600974.1,Non-coding,0.11064291
ENST00000595500.1,Coding,0.54864466
ENST00000600765.1,Coding,0.8150057
ENST00000687249.1,Non-coding,0.38715455
ENST00000532473.1,Coding,0.9534468
ENST00000526996.1,Coding,0.59636015
ENST00000532688.1,Coding,0.637993
ENST00000598220.1,Non-coding,0.07450018
ENST00000686587.1,Non-coding,0.1232756
ENST00000601315.1,Non-coding,0.08604749
ENST00000534261.4,Coding,0.6167064
ENST00000619715.1,Non-coding,0.042052742
ENST00000602324.1,Non-coding,0.22673237
ENST00000651321.1,Non-coding,0.100825615
ENST00000596964.1,Coding,0.6807902
ENST00000600329.1,Coding,0.75713694
ENST00000595010.3,Non-coding,0.3973792
ENST00000600253.1,Coding,0.5735299
ENST00000692818.1,Coding,0.8500873
ENST00000658402.1,Coding,0.5624552
ENST00000661211.1,Non-coding,0.1315771
ENST00000614138.1,Non-coding,0.2581222
ENST00000569091.1,Non-coding,0.040579244
ENST00000598982.5,Coding,0.53938955
ENST00000594362.1,Non-coding,0.411733
ENST00000597886.1,Non-coding,0.30056134
ENST00000599775.1,Coding,0.6245091
ENST00000593857.1,Non-coding,0.022062482
ENST00000599125.1,Non-coding,0.063674554
ENST00000601745.1,Non-coding,0.14995986
ENST00000594865.1,Non-coding,0.21761838
ENST00000594379.1,Non-coding,0.3652318
ENST00000594119.1,Non-coding,0.41502655
ENST00000601562.5,Non-coding,0.2982434
ENST00000656846.1,Non-coding,0.0388779
ENST00000663140.1,Non-coding,0.16772364
ENST00000598892.3,Non-coding,0.271678
ENST00000596746.1,Non-coding,0.29327127
ENST00000594118.5,Non-coding,0.1073568
ENST00000596382.1,Non-coding,0.38705817
ENST00000602221.5,Non-coding,0.4222438
ENST00000596674.1,Coding,0.6251887
ENST00000599143.1,Non-coding,0.10590002
ENST00000686452.1,Coding,0.6089677
ENST00000599222.1,Non-coding,0.073474966
ENST00000596451.1,Coding,0.71080464
ENST00000689216.1,Coding,0.50056833
ENST00000594546.1,Non-coding,0.344668
ENST00000600068.1,Non-coding,0.49092233
ENST00000596769.1,Non-coding,0.45704687
ENST00000600257.1,Non-coding,0.36304653
ENST00000596041.1,Non-coding,0.24569108
ENST00000599803.1,Coding,0.94813174
ENST00000657048.1,Non-coding,0.25047624
ENST00000597619.1,Coding,0.6421155
ENST00000595160.1,Non-coding,0.25321606
ENST00000597420.1,Non-coding,0.2884387
ENST00000455835.2,Non-coding,0.4043396
ENST00000413496.2,Non-coding,0.18154837
ENST00000452097.1,Coding,0.87176806
ENST00000426213.1,Non-coding,0.4656101
ENST00000601161.1,Non-coding,0.32950008
ENST00000616950.1,Non-coding,0.4686558
ENST00000687130.1,Coding,0.8247075
